opeid,school,total,min_aid
00250600,Saint Louis University,5141085,2570543
00154400,Albany State University,5137088,2568544
00122700,Los Angeles Trade-Technical College,5124229,2562115
04134100,Jersey College,5119863,2559932
00353100,University Of Tennessee - Martin,5110311,2555156
00286800,Hudson Valley Community College,5108581,2554291
00576300,Central Georgia Technical College,5100288,2550144
00292800,Fayetteville State University,5084687,2542344
00824400,Johnson County Community College,5080285,2540143
00831000,Auburn University Montgomery,5075473,2537737
00147100,College Of Central Florida,5063707,2531854
00200500,Nicholls State University,5057520,2528760
00217800,Massachusetts Institute Of Technology,5045387,2522694
01088100,Stark State College,5036299,2518150
00165500,Wilbur Wright College,5035279,2517640
00264200,College Of New Jersey (The),5028131,2514066
00146600,Barry University,5027398,2513699
03113300,Uei College,5025381,2512691
00150400,"State College Of Florida, Manatee-Sarasota",5023266,2511633
00234500,University Of Saint Thomas,5005202,2502601
00101600,University Of North Alabama,5002648,2501324
02066200,"New School, The",4996686,2498343
01054600,Century College,4996271,2498136
00121400,Imperial Valley College,4995150,2497575
00769400,College Of Lake County,4973042,2486521
00232800,Washtenaw Community College,4968890,2484445
00524400,Bluegrass Community & Technical College,4961119,2480560
00391500,University Of Wisconsin - Stout,4952605,2476303
00221800,Suffolk University,4935367,2467684
00261600,Monmouth University,4935299,2467650
00531700,Forsyth Technical Community College,4933805,2466903
00165000,City Colleges Of Chicago - Malcolm X College,4919757,2459879
00306800,Lorain County Community College,4917956,2458978
00562000,Chattahoochee Technical College,4903653,2451827
00180400,University Of Indianapolis,4902143,2451072
00359000,Mclennan Community College,4898030,2449015
00184300,Vincennes University,4866528,2433264
03156300,Estrella Mountain Community College,4856585,2428293
03294300,Blue Cliff College,4843075,2421538
00340100,Brown University,4842231,2421116
00280300,Rensselaer Polytechnic Institute,4828782,2414391
00217500,Quinsigamond Community College,4828361,2414181
00152100,Southeastern University,4820567,2410284
00795400,Normandale Community College,4802575,2401288
00817500,Howard Community College,4800099,2400050
00354000,Amarillo College,4794394,2397197
00249600,Northwest Missouri State University,4792789,2396395
00392100,University Of Wisconsin - Platteville,4792670,2396335
03969600,Uei College,4785647,2392824
00107800,Phoenix College,4772192,2386096
00395600,Dalton State College,4768309,2384155
00221900,Tufts University,4765237,2382619
00378000,Green River College,4763642,2381821
00248800,Missouri Southern State University,4756273,2378137
00532000,Cape Fear Community College,4726439,2363220
01164900,Loyola Marymount University,4723135,2361568
01072700,Devry University,4713768,2356884
00163400,Aurora University,4697683,2348842
00814500,Nashville State Community College,4689355,2344678
00991200,Volunteer State Community College,4689090,2344545
00217600,Bristol Community College,4686502,2343251
00163600,Southwestern Illinois College,4677515,2338758
00231500,Schoolcraft College,4676826,2338413
01077900,Porter And Chester Institute,4642939,2321470
00139700,University Of New Haven,4642795,2321398
00236200,Minneapolis Community And Technical College,4640122,2320061
00137100,University Of Denver,4626269,2313135
00205400,University Of Southern Maine,4616245,2308123
00934400,Ramapo College Of New Jersey,4606705,2303353
00229200,Michigan Technological University,4605779,2302890
00167500,Elgin Community College,4600718,2300359
00232700,University Of Michigan - Flint,4600155,2300078
00361300,Southern Methodist University,4598259,2299130
00347900,Belmont University,4597337,2298669
00739400,Berkeley College,4596874,2298437
00127300,San Diego City College,4592301,2296151
00273900,Ithaca College,4583253,2291627
00133400,Ventura College,4581538,2290769
00553300,Saint Paul College - A Community & Technical College,4580520,2290260
00152600,Saint Leo University,4579587,2289794
01146000,National University,4563497,2281749
00284500,Suny College At Geneseo,4552123,2276062
00400300,Central Texas College District,4544176,2272088
00182200,Indiana Wesleyan University,4543246,2271623
03021900,Edic College,4538123,2269062
00107100,Arizona Western College,4528738,2264369
00302400,Case Western Reserve University,4514183,2257092
00218900,Westfield State University,4512060,2256030
00167400,Eastern Illinois University,4506779,2253390
00181600,Indiana University - South Bend,4500518,2250259
00194900,Washburn University - Topeka,4500174,2250087
03016000,University Of Puerto Rico Carolina Regional College,4491903,2245952
00537800,Northeast State Community College,4488316,2244158
02539500,Irvine Valley College,4485810,2242905
01118900,United Talmudical Seminary,4482702,2241351
02075300,University Of Arkansas - Pulaski Technical College,4476116,2238058
00142200,University Of Hartford,4467175,2233588
00750200,Berkeley College,4464258,2232129
00954200,Community College Of Denver,4443177,2221589
01048700,West Georgia Technical College,4442806,2221403
00106000,Coastal Alabama Community College,4437762,2218881
00142500,Eastern Connecticut State University,4433725,2216863
00392300,University Of Wisconsin - River Falls,4427466,2213733
01039500,University Of San Diego,4426552,2213276
00285400,Suny College Of Technology At Alfred,4425878,2212939
00240900,Itawamba Community College,4419244,2209622
00216500,Mcphs University,4414483,2207242
00359200,Midwestern State University,4413874,2206937
00101300,Calhoun Community College,4392248,2196124
00285000,State University Of New York College At Potsdam,4389510,2194755
00559900,Augusta Technical College,4386678,2193339
00243000,Pearl River Community College,4385949,2192975
00245600,Columbia College,4385319,2192660
00278200,New York Institute Of Technology,4377210,2188605
00342000,Benedict College,4372336,2186168
00287100,Mohawk Valley Community College - Suny Office Of Community Colleges,4368811,2184406
00286200,Suny Broome Community College,4364871,2182436
03072200,Chandler - Gilbert Community College,4350989,2175495
00962100,Herzing University,4328833,2164417
00120600,Golden West College,4318142,2159071
00850400,Richland College,4316107,2158054
00205800,Anne Arundel Community College,4315345,2157673
00331600,California University Of Pennsylvania,4312587,2156294
00291300,Campbell University,4307900,2153950
00140300,Sacred Heart University,4305177,2152589
00338800,Villanova University,4299419,2149710
00803700,Gateway Community College,4296723,2148362
00108600,University Of Arkansas At Pine Bluff,4295429,2147715
00679100,Suny College At Purchase,4290517,2145259
02341000,Fortis College,4282458,2141229
02508300,Southeast Community College,4282436,2141218
00320900,Western Oregon University,4281683,2140842
00328700,La Salle University,4277300,2138650
00164100,Bradley University,4276013,2138007
03802300,Uta Mesivta Of Kiryas Joel,4265324,2132662
00262400,Ocean County College,4265169,2132585
00371400,Hampton University,4264342,2132171
00138000,Western Connecticut State University,4256393,2128197
00694900,Kalamazoo Valley Community College,4249299,2124650
00492600,Tri-County Technical College,4246483,2123242
00130800,Reedley College,4243892,2121946
01239300,Thomas Jefferson University,4240183,2120092
01034500,Cincinnati State Technical & Community College,4228115,2114058
00219000,Worcester State University,4222833,2111417
00950700,Georgia Highlands College,4220236,2110118
00177300,Triton College,4211898,2105949
00332100,Edinboro University Of Pennsylvania,4181685,2090843
00379300,Spokane Community College,4173204,2086602
00156600,Fort Valley State University,4166439,2083220
00116200,Chabot College,4156840,2078420
00375900,J Sargeant Reynolds Community College,4151184,2075592
00376900,Bellevue College,4145089,2072545
00362100,St. Edward'S University,4142345,2071173
00922600,Francis Marion University,4141139,2070570
00125300,Fresno Pacific University,4121557,2060779
00359300,Navarro College,4101645,2050823
00445200,Montgomery County Community College,4090103,2045052
00469200,Dorsey School Of Business,4088414,2044207
00160200,Georgia College & State University,4082028,2041014
00787100,George C. Wallace State Community College,4064802,2032401
00344600,South Carolina State University,4062087,2031044
00176800,Saint Xavier University,4057142,2028571
00358300,Lee College,4057094,2028547
00380500,Yakima Valley College,4041726,2020863
04211800,College Of Western Idaho,4030648,2015324
00112400,Cabrillo College,4027260,2013630
04131700,Southwest University At El Paso,4026674,2013337
00110700,Southern Arkansas University,4025613,2012807
00301200,Ashland University,3987716,1993858
00170700,Lewis University,3978861,1989431
03422300,Milan Institute,3963075,1981538
00259600,Atlantic Cape Community College,3960342,1980171
00259100,Plymouth State University Of The University System Of New Hampshire,3950921,1975461
01245200,Evergreen Valley College,3949985,1974993
00370500,College Of William & Mary,3948268,1974134
00575300,Owens Community College,3937786,1968893
00255100,University Of Nebraska - Kearney,3925967,1962984
00500000,Pierce College,3925203,1962602
00207200,Frostburg State University,3925040,1962520
00502700,Inter American University Of Puerto Rico - Barranquitas Campus,3922288,1961144
00112200,Biola University,3922227,1961114
00240800,Holmes Community College,3916962,1958481
02055400,Bossier Parish Community College,3915911,1957956
00263800,Saint Peter'S University,3914585,1957293
00562100,Southern Crescent Technical College,3912287,1956144
00218400,Fitchburg State University,3910925,1955463
00358000,Kilgore College,3908886,1954443
00486100,University Of Northwestern Ohio,3906341,1953171
00218500,Framingham State University,3897751,1948876
00227400,Jackson College,3892134,1946067
01194000,Instituto Comercial De Puerto Rico Junior College,3879773,1939887
00681000,Lehigh Carbon Community College,3873075,1936538
00854300,Atlanta Technical College,3869156,1934578
00355800,North Central Texas College,3862598,1931299
00356300,Del Mar College,3854029,1927015
00687100,Thomas Nelson Community College,3853969,1926985
00111100,Allan Hancock College,3853901,1926951
00474000,Mercer County Community College,3851115,1925558
00807800,Springfield Technical Community College,3845054,1922527
